SEATS,PASSENGERS,DISTANCE,CARRIER,ORIGIN,DEST,AIRCRAFT_TYPE,AIRCRAFT_CONFIG,MONTH
0.0,0.0,10.0,JRQ,SXQ,ENA,35,3,6
0.0,0.0,11.0,7S,AKI,KWT,412,2,5
0.0,0.0,11.0,7S,AKI,KWT,412,2,12
0.0,0.0,11.0,7S,GNU,PTU,412,2,2
0.0,0.0,11.0,7S,GNU,PTU,412,2,4
0.0,0.0,11.0,7S,GNU,PTU,412,2,6
0.0,0.0,11.0,7S,GNU,PTU,412,2,8
0.0,0.0,11.0,7S,GNU,PTU,412,2,9
0.0,0.0,11.0,7S,GNU,PTU,412,2,11
0.0,0.0,11.0,7S,GNU,PTU,412,2,12
0.0,0.0,11.0,7S,PTU,GNU,412,2,5
0.0,0.0,11.0,7S,PTU,GNU,412,2,8
0.0,0.0,11.0,DL,JFK,LGA,614,1,9
0.0,0.0,11.0,DL,JFK,LGA,724,1,7
0.0,0.0,12.0,7S,AUK,SXP,412,2,1
0.0,0.0,12.0,7S,AUK,SXP,412,2,2
0.0,0.0,12.0,7S,AUK,SXP,412,2,5
0.0,0.0,12.0,7S,AUK,SXP,412,2,7
0.0,0.0,12.0,7S,AUK,SXP,412,2,9
0.0,0.0,12.0,7S,AUK,SXP,412,2,10
0.0,0.0,12.0,7S,AUK,SXP,412,2,11
0.0,0.0,12.0,7S,AUK,SXP,412,2,12
0.0,0.0,12.0,7S,KKH,KWK,412,2,3
0.0,0.0,12.0,7S,KKH,KWK,412,2,4
0.0,0.0,12.0,7S,KKH,KWK,412,2,6
0.0,0.0,12.0,7S,KKH,KWK,412,2,7
0.0,0.0,12.0,7S,SXP,AUK,412,2,9
0.0,0.0,13.0,7S,BET,KWT,412,2,3
0.0,0.0,13.0,7S,BET,KWT,412,2,4
0.0,0.0,13.0,7S,BET,KWT,412,2,8
0.0,0.0,13.0,7S,BET,KWT,412,2,9
0.0,0.0,13.0,7S,BET,KWT,412,2,10
0.0,0.0,13.0,7S,KSM,MOU,412,2,4
0.0,0.0,13.0,7S,KWT,BET,412,2,3
0.0,0.0,13.0,7S,KWT,BET,412,2,5
0.0,0.0,13.0,7S,KWT,BET,412,2,6
0.0,0.0,13.0,7S,KWT,BET,412,2,7
0.0,0.0,13.0,7S,KWT,BET,412,2,9
0.0,0.0,13.0,7S,KWT,BET,412,2,10
0.0,0.0,13.0,7S,KWT,BET,412,2,12
0.0,0.0,13.0,7S,MOU,KSM,412,2,8
0.0,0.0,13.0,7S,MOU,KSM,412,2,9
0.0,0.0,13.0,FX,ARA,LFT,622,2,12
0.0,0.0,13.0,FX,LFT,ARA,622,2,8
0.0,0.0,14.0,7S,KSM,PQS,412,2,1
0.0,0.0,14.0,7S,KSM,PQS,412,2,2
0.0,0.0,14.0,7S,KSM,PQS,412,2,3
0.0,0.0,14.0,7S,KSM,PQS,412,2,4
0.0,0.0,14.0,7S,KSM,PQS,412,2,5
0.0,0.0,14.0,7S,KSM,PQS,412,2,6
0.0,0.0,14.0,7S,KSM,PQS,412,2,7
0.0,0.0,14.0,7S,KSM,PQS,412,2,8
0.0,0.0,14.0,7S,KSM,PQS,412,2,9
0.0,0.0,14.0,7S,KSM,PQS,412,2,10
0.0,0.0,14.0,7S,KSM,PQS,412,2,11
0.0,0.0,14.0,7S,KSM,PQS,412,2,12
0.0,0.0,14.0,7S,PQS,KSM,412,2,1
0.0,0.0,14.0,7S,PQS,KSM,412,2,3
0.0,0.0,14.0,7S,PQS,KSM,412,2,7
0.0,0.0,14.0,7S,PQS,KSM,412,2,8
0.0,0.0,14.0,7S,PQS,KSM,412,2,10
0.0,0.0,14.0,7S,PQS,KSM,412,2,12
0.0,0.0,14.0,EM,ESD,FRD,416,2,1
0.0,0.0,14.0,EM,ESD,FRD,416,2,2
0.0,0.0,14.0,EM,ESD,FRD,416,2,3
0.0,0.0,14.0,EM,ESD,FRD,416,2,5
0.0,0.0,14.0,EM,ESD,FRD,416,2,7
0.0,0.0,14.0,EM,ESD,FRD,416,2,8
0.0,0.0,14.0,EM,ESD,FRD,416,2,10
0.0,0.0,14.0,EM,ESD,FRD,416,2,12
0.0,0.0,14.0,EM,FRD,ESD,416,2,1
0.0,0.0,14.0,EM,FRD,ESD,416,2,2
0.0,0.0,14.0,EM,FRD,ESD,416,2,3
0.0,0.0,14.0,EM,FRD,ESD,416,2,4
0.0,0.0,14.0,EM,FRD,ESD,416,2,5
0.0,0.0,14.0,EM,FRD,ESD,416,2,6
0.0,0.0,14.0,EM,FRD,ESD,416,2,7
0.0,0.0,14.0,EM,FRD,ESD,416,2,8
0.0,0.0,14.0,EM,FRD,ESD,416,2,9
0.0,0.0,14.0,EM,FRD,ESD,416,2,10
0.0,0.0,14.0,EM,FRD,ESD,416,2,11
0.0,0.0,14.0,EM,FRD,ESD,416,2,12
0.0,0.0,14.0,FX,ESD,FRD,416,2,1
0.0,0.0,14.0,FX,ESD,FRD,416,2,2
0.0,0.0,14.0,FX,ESD,FRD,416,2,3
0.0,0.0,14.0,FX,ESD,FRD,416,2,5
0.0,0.0,14.0,FX,ESD,FRD,416,2,7
0.0,0.0,14.0,FX,ESD,FRD,416,2,8
0.0,0.0,14.0,FX,ESD,FRD,416,2,10
0.0,0.0,14.0,FX,ESD,FRD,416,2,12
0.0,0.0,14.0,FX,FRD,ESD,416,2,1
0.0,0.0,14.0,FX,FRD,ESD,416,2,2
0.0,0.0,14.0,FX,FRD,ESD,416,2,3
0.0,0.0,14.0,FX,FRD,ESD,416,2,4
0.0,0.0,14.0,FX,FRD,ESD,416,2,5
0.0,0.0,14.0,FX,FRD,ESD,416,2,6
0.0,0.0,14.0,FX,FRD,ESD,416,2,7
0.0,0.0,14.0,FX,FRD,ESD,416,2,8
0.0,0.0,14.0,FX,FRD,ESD,416,2,9
0.0,0.0,14.0,FX,FRD,ESD,416,2,10
0.0,0.0,14.0,FX,FRD,ESD,416,2,11
0.0,0.0,14.0,FX,FRD,ESD,416,2,12
0.0,0.0,14.0,GFQ,FLL,OPF,430,2,1
0.0,0.0,14.0,KLQ,MCI,MKC,617,2,6
0.0,0.0,15.0,7S,BET,KKI,412,2,1
0.0,0.0,15.0,7S,BET,KKI,412,2,3
0.0,0.0,15.0,7S,BET,KKI,412,2,4
0.0,0.0,15.0,7S,BET,KKI,412,2,5
0.0,0.0,15.0,7S,BET,KKI,412,2,6
0.0,0.0,15.0,7S,BET,KKI,412,2,7
0.0,0.0,15.0,7S,BET,KKI,412,2,8
0.0,0.0,15.0,7S,BET,KKI,412,2,10
0.0,0.0,15.0,7S,BET,KKI,412,2,12
0.0,0.0,15.0,7S,GLV,WMO,412,2,3
0.0,0.0,15.0,7S,GLV,WMO,412,2,5
0.0,0.0,15.0,7S,GLV,WMO,412,2,6
0.0,0.0,15.0,7S,GLV,WMO,412,2,9
0.0,0.0,15.0,7S,GLV,WMO,412,2,10
0.0,0.0,15.0,7S,GLV,WMO,412,2,12
0.0,0.0,15.0,7S,KKI,BET,412,2,1
0.0,0.0,15.0,7S,KKI,BET,412,2,3
0.0,0.0,15.0,7S,KKI,BET,412,2,5
0.0,0.0,15.0,7S,KKI,BET,412,2,6
0.0,0.0,15.0,7S,KKI,BET,412,2,7
0.0,0.0,15.0,7S,KKI,BET,412,2,8
0.0,0.0,15.0,7S,KKI,BET,412,2,9
0.0,0.0,15.0,7S,KKI,BET,412,2,10
0.0,0.0,15.0,7S,KKI,BET,412,2,12
0.0,0.0,15.0,7S,WMO,GLV,412,2,1
0.0,0.0,15.0,7S,WMO,GLV,412,2,2
0.0,0.0,15.0,7S,WMO,GLV,412,2,3
0.0,0.0,15.0,7S,WMO,GLV,412,2,4
0.0,0.0,15.0,7S,WMO,GLV,412,2,5
0.0,0.0,15.0,7S,WMO,GLV,412,2,8
0.0,0.0,15.0,7S,WMO,GLV,412,2,9
0.0,0.0,15.0,7S,WMO,GLV,412,2,10
0.0,0.0,15.0,7S,WMO,GLV,412,2,12
0.0,0.0,15.0,8C,RIV,SBD,626,2,1
0.0,0.0,15.0,8C,RIV,SBD,626,2,7
0.0,0.0,15.0,DL,ORD,MDW,622,1,10
0.0,0.0,16.0,7S,ATT,BET,412,2,1
0.0,0.0,16.0,7S,ATT,BET,412,2,5
0.0,0.0,16.0,7S,ATT,BET,412,2,6
0.0,0.0,16.0,7S,ATT,BET,412,2,7
0.0,0.0,16.0,7S,ATT,BET,412,2,10
0.0,0.0,16.0,7S,ATT,BET,412,2,11
0.0,0.0,16.0,7S,BET,ATT,412,2,5
0.0,0.0,16.0,7S,BET,ATT,412,2,7
0.0,0.0,16.0,7S,BET,ATT,412,2,8
0.0,0.0,16.0,7S,BET,ATT,412,2,9
0.0,0.0,16.0,7S,BET,ATT,412,2,10
0.0,0.0,16.0,7S,BET,ATT,412,2,11
0.0,0.0,17.0,5X,LAX,LGB,626,2,1
0.0,0.0,17.0,7S,ANV,KGX,412,2,1
0.0,0.0,17.0,7S,ANV,KGX,412,2,9
0.0,0.0,17.0,7S,CYF,KPN,412,2,5
0.0,0.0,17.0,7S,CYF,KPN,412,2,7
0.0,0.0,17.0,7S,CYF,KPN,412,2,8
0.0,0.0,17.0,7S,KGX,ANV,412,2,9
0.0,0.0,17.0,7S,KPN,CYF,412,2,6
0.0,0.0,17.0,7S,KPN,CYF,412,2,7
0.0,0.0,17.0,7S,KPN,CYF,412,2,8
0.0,0.0,17.0,7S,KPN,CYF,412,2,10
0.0,0.0,17.0,F4,CPX,VQS,131,1,1
0.0,0.0,17.0,F4,CPX,VQS,131,1,3
0.0,0.0,17.0,F4,CPX,VQS,131,2,2
0.0,0.0,17.0,F4,VQS,CPX,131,1,1
0.0,0.0,17.0,F4,VQS,CPX,131,1,3
0.0,0.0,17.0,NEW,BID,WST,79,1,1
0.0,0.0,17.0,NEW,BID,WST,79,1,7
0.0,0.0,17.0,NEW,BID,WST,79,1,8
0.0,0.0,17.0,NEW,BID,WST,79,1,12
0.0,0.0,17.0,NEW,WST,BID,79,1,1
0.0,0.0,17.0,NEW,WST,BID,79,1,7
0.0,0.0,17.0,NEW,WST,BID,79,1,8
0.0,0.0,17.0,NEW,WST,BID,79,1,12
0.0,0.0,18.0,7S,HPB,VAK,412,2,1
0.0,0.0,18.0,7S,HPB,VAK,412,2,3
0.0,0.0,18.0,7S,HPB,VAK,412,2,6
0.0,0.0,18.0,7S,HPB,VAK,412,2,7
0.0,0.0,18.0,7S,HPB,VAK,412,2,8
0.0,0.0,18.0,7S,HPB,VAK,412,2,11
0.0,0.0,18.0,7S,VAK,HPB,412,2,5
0.0,0.0,18.0,7S,VAK,HPB,412,2,6
0.0,0.0,18.0,7S,VAK,HPB,412,2,7
0.0,0.0,18.0,7S,VAK,HPB,412,2,8
0.0,0.0,18.0,EM,BLI,ESD,416,2,4
0.0,0.0,18.0,EM,ESD,BLI,416,2,1
0.0,0.0,18.0,EM,ESD,BLI,416,2,2
0.0,0.0,18.0,EM,ESD,BLI,416,2,3
0.0,0.0,18.0,EM,ESD,BLI,416,2,4
0.0,0.0,18.0,EM,ESD,BLI,416,2,5
0.0,0.0,18.0,EM,ESD,BLI,416,2,6
0.0,0.0,18.0,EM,ESD,BLI,416,2,7
0.0,0.0,18.0,EM,ESD,BLI,416,2,8
0.0,0.0,18.0,EM,ESD,BLI,416,2,9
0.0,0.0,18.0,EM,ESD,BLI,416,2,10
0.0,0.0,18.0,EM,ESD,BLI,416,2,11
0.0,0.0,18.0,EM,ESD,BLI,416,2,12
0.0,0.0,18.0,FX,AFW,DFW,622,2,3
0.0,0.0,18.0,FX,AFW,DFW,626,2,3
0.0,0.0,18.0,FX,BLI,ESD,416,2,4
0.0,0.0,18.0,FX,BUR,LAX,691,2,2
0.0,0.0,18.0,FX,DFW,AFW,622,2,12
0.0,0.0,18.0,FX,ESD,BLI,416,2,1
0.0,0.0,18.0,FX,ESD,BLI,416,2,2
0.0,0.0,18.0,FX,ESD,BLI,416,2,3
0.0,0.0,18.0,FX,ESD,BLI,416,2,4
0.0,0.0,18.0,FX,ESD,BLI,416,2,5
0.0,0.0,18.0,FX,ESD,BLI,416,2,6
0.0,0.0,18.0,FX,ESD,BLI,416,2,7
0.0,0.0,18.0,FX,ESD,BLI,416,2,8
0.0,0.0,18.0,FX,ESD,BLI,416,2,9
0.0,0.0,18.0,FX,ESD,BLI,416,2,10
0.0,0.0,18.0,FX,ESD,BLI,416,2,11
0.0,0.0,18.0,FX,ESD,BLI,416,2,12
0.0,0.0,18.0,FX,LAX,BUR,626,2,10
0.0,0.0,18.0,FX,LAX,BUR,691,2,1
0.0,0.0,18.0,NK,LAX,BUR,694,1,3
0.0,0.0,19.0,5X,LGB,SNA,622,2,8
0.0,0.0,19.0,7S,IAN,ORV,412,2,1
0.0,0.0,19.0,7S,IAN,ORV,412,2,3
0.0,0.0,19.0,7S,IAN,ORV,412,2,4
0.0,0.0,19.0,7S,IAN,ORV,412,2,5
0.0,0.0,19.0,7S,IAN,ORV,412,2,6
0.0,0.0,19.0,7S,IAN,ORV,412,2,7
0.0,0.0,19.0,7S,IAN,ORV,412,2,8
0.0,0.0,19.0,7S,IAN,ORV,412,2,9
0.0,0.0,19.0,7S,IAN,ORV,412,2,10
0.0,0.0,19.0,7S,IAN,ORV,412,2,11
0.0,0.0,19.0,7S,IAN,ORV,412,2,12
0.0,0.0,19.0,7S,KWT,WNA,412,2,4
0.0,0.0,19.0,7S,ORV,IAN,412,2,3
0.0,0.0,19.0,7S,ORV,IAN,412,2,9
0.0,0.0,19.0,7S,ORV,IAN,412,2,12
0.0,0.0,19.0,FX,XXP,UKI,416,2,1
0.0,0.0,19.0,FX,XXP,UKI,416,2,4
0.0,0.0,19.0,FX,XXP,UKI,416,2,5
0.0,0.0,19.0,FX,XXP,UKI,416,2,9
0.0,0.0,19.0,FX,XXP,UKI,416,2,10
0.0,0.0,19.0,FX,XXP,UKI,416,2,12
0.0,0.0,20.0,7S,NME,TNK,412,2,6
0.0,0.0,20.0,7S,TNK,NME,412,2,5
0.0,0.0,20.0,8V,SHX,ANV,416,1,1
0.0,0.0,21.0,5X,FLL,MIA,626,2,7
0.0,0.0,21.0,5X,FLL,MIA,626,2,8
0.0,0.0,21.0,5X,FLL,MIA,626,2,11
0.0,0.0,21.0,5X,FLL,MIA,626,2,12
0.0,0.0,21.0,5X,JFK,EWR,626,2,1
0.0,0.0,21.0,5X,JFK,EWR,626,2,2
0.0,0.0,21.0,5X,JFK,EWR,626,2,6
0.0,0.0,21.0,5X,JFK,EWR,626,2,11
0.0,0.0,21.0,5X,JFK,EWR,626,2,12
0.0,0.0,21.0,5X,MIA,FLL,626,2,1
0.0,0.0,21.0,5X,MIA,FLL,626,2,2
0.0,0.0,21.0,5X,MIA,FLL,626,2,3
0.0,0.0,21.0,5X,MIA,FLL,626,2,5
0.0,0.0,21.0,5X,MIA,FLL,626,2,7
0.0,0.0,21.0,5X,MIA,FLL,626,2,8
0.0,0.0,21.0,5X,MIA,FLL,626,2,9
0.0,0.0,21.0,5X,MIA,FLL,626,2,10
0.0,0.0,21.0,5X,MIA,FLL,626,2,11
0.0,0.0,21.0,5X,MIA,FLL,626,2,12
0.0,0.0,21.0,5X,MIA,FLL,691,2,12
0.0,0.0,21.0,5X,ONT,SBD,622,2,12
0.0,0.0,21.0,5X,ONT,SBD,626,2,1
0.0,0.0,21.0,5X,ONT,SBD,626,2,3
0.0,0.0,21.0,5X,ONT,SBD,626,2,5
0.0,0.0,21.0,5X,ONT,SBD,626,2,6
0.0,0.0,21.0,5X,ONT,SBD,626,2,7
0.0,0.0,21.0,5X,ONT,SBD,626,2,8
0.0,0.0,21.0,5X,ONT,SBD,626,2,9
0.0,0.0,21.0,5X,ONT,SBD,626,2,10
0.0,0.0,21.0,5X,ONT,SBD,740,2,12
0.0,0.0,21.0,5X,SBD,ONT,626,2,2
0.0,0.0,21.0,5Y,FLL,MIA,819,2,5
0.0,0.0,21.0,5Y,FLL,MIA,819,2,8
0.0,0.0,21.0,5Y,FLL,MIA,821,2,8
0.0,0.0,21.0,7S,KGX,SHX,412,2,2
0.0,0.0,21.0,7S,SCM,VAK,412,2,8
0.0,0.0,21.0,7S,SCM,VAK,412,2,10
0.0,0.0,21.0,7S,VAK,SCM,412,2,8
0.0,0.0,21.0,7S,VAK,SCM,412,2,10
0.0,0.0,21.0,7S,VAK,SCM,412,2,12
0.0,0.0,21.0,8C,ONT,SBD,626,2,4
0.0,0.0,21.0,8C,ONT,SBD,626,2,12
0.0,0.0,21.0,8C,SBD,ONT,626,2,6
0.0,0.0,21.0,DL,EWR,JFK,622,1,10
0.0,0.0,21.0,FX,EWR,JFK,626,2,5
0.0,0.0,21.0,FX,EWR,JFK,626,2,6
0.0,0.0,21.0,FX,EWR,JFK,626,2,9
0.0,0.0,21.0,FX,EWR,JFK,626,2,10
0.0,0.0,21.0,FX,FLL,MIA,740,2,9
0.0,0.0,21.0,FX,JFK,EWR,626,2,1
0.0,0.0,21.0,FX,JFK,EWR,691,2,6
0.0,0.0,21.0,FX,MIA,FLL,622,2,1
0.0,0.0,21.0,FX,MIA,FLL,622,2,4
0.0,0.0,21.0,GFQ,FLL,MIA,430,2,5
0.0,0.0,21.0,HA,ONT,SBD,696,2,4
0.0,0.0,21.0,HA,ONT,SBD,696,2,11
0.0,0.0,21.0,HA,ONT,SBD,696,2,12
0.0,0.0,21.0,SY,ONT,SBD,614,2,4
0.0,0.0,21.0,SY,ONT,SBD,614,2,5
0.0,0.0,21.0,SY,ONT,SBD,614,2,6
0.0,0.0,21.0,SY,ONT,SBD,614,2,7
0.0,0.0,22.0,7S,AKI,BET,412,2,5
0.0,0.0,22.0,7S,AKI,BET,412,2,7
0.0,0.0,22.0,7S,AKI,BET,412,2,10
0.0,0.0,22.0,7S,AKI,BET,412,2,12
0.0,0.0,22.0,7S,AKI,BET,416,2,12
0.0,0.0,22.0,7S,BET,AKI,412,2,4
0.0,0.0,22.0,7S,BET,AKI,412,2,5
0.0,0.0,22.0,7S,BET,AKI,412,2,10
0.0,0.0,22.0,7S,BET,AKI,412,2,11
0.0,0.0,22.0,7S,BET,AKI,412,2,12
0.0,0.0,22.0,7S,BET,NUP,412,2,1
0.0,0.0,22.0,7S,BET,NUP,412,2,4
0.0,0.0,22.0,7S,BET,NUP,412,2,5
0.0,0.0,22.0,7S,BET,NUP,412,2,11
0.0,0.0,22.0,7S,BET,NUP,412,2,12
0.0,0.0,22.0,7S,ELI,GLV,412,2,3
0.0,0.0,22.0,7S,ELI,GLV,412,2,5
0.0,0.0,22.0,7S,ELI,GLV,412,2,6
0.0,0.0,22.0,7S,ELI,GLV,412,2,7
0.0,0.0,22.0,7S,ELI,GLV,412,2,8
0.0,0.0,22.0,7S,ELI,GLV,412,2,9
0.0,0.0,22.0,7S,ELI,GLV,412,2,10
0.0,0.0,22.0,7S,ELI,GLV,412,2,11
0.0,0.0,22.0,7S,ELI,GLV,412,2,12
0.0,0.0,22.0,7S,EMK,SXP,412,2,1
0.0,0.0,22.0,7S,EMK,SXP,412,2,2
0.0,0.0,22.0,7S,EMK,SXP,412,2,3
0.0,0.0,22.0,7S,EMK,SXP,412,2,5
0.0,0.0,22.0,7S,EMK,SXP,412,2,6
0.0,0.0,22.0,7S,EMK,SXP,412,2,7
0.0,0.0,22.0,7S,EMK,SXP,412,2,8
0.0,0.0,22.0,7S,EMK,SXP,412,2,9
0.0,0.0,22.0,7S,EMK,SXP,412,2,10
0.0,0.0,22.0,7S,GLV,ELI,412,2,1
0.0,0.0,22.0,7S,GLV,ELI,412,2,3
0.0,0.0,22.0,7S,GLV,ELI,412,2,4
0.0,0.0,22.0,7S,GLV,ELI,412,2,5
0.0,0.0,22.0,7S,GLV,ELI,412,2,7
0.0,0.0,22.0,7S,GLV,ELI,412,2,8
0.0,0.0,22.0,7S,GLV,ELI,412,2,9
0.0,0.0,22.0,7S,GLV,ELI,412,2,10
0.0,0.0,22.0,7S,GLV,ELI,412,2,11
0.0,0.0,22.0,7S,GLV,ELI,412,2,12
0.0,0.0,22.0,7S,NUP,BET,35,2,5
0.0,0.0,22.0,7S,NUP,BET,412,2,1
0.0,0.0,22.0,7S,NUP,BET,412,2,4
0.0,0.0,22.0,7S,NUP,BET,412,2,4
0.0,0.0,22.0,7S,NUP,BET,412,2,9
0.0,0.0,22.0,7S,NUP,BET,412,2,10
0.0,0.0,22.0,7S,NUP,BET,412,2,11
0.0,0.0,22.0,7S,NUP,BET,412,2,12
0.0,0.0,22.0,7S,SXP,EMK,412,2,1
0.0,0.0,22.0,7S,SXP,EMK,412,2,2
0.0,0.0,22.0,7S,SXP,EMK,412,2,3
0.0,0.0,22.0,7S,SXP,EMK,412,2,5
0.0,0.0,22.0,7S,SXP,EMK,412,2,6
0.0,0.0,22.0,7S,SXP,EMK,412,2,7
0.0,0.0,22.0,7S,SXP,EMK,412,2,8
0.0,0.0,22.0,7S,SXP,EMK,412,2,9
0.0,0.0,22.0,7S,SXP,EMK,412,2,10
0.0,0.0,22.0,7S,SXP,EMK,412,2,11
0.0,0.0,22.0,7S,WNA,NUP,412,2,9
0.0,0.0,22.0,EM,AZA,PHX,416,2,4
0.0,0.0,22.0,FX,AZA,PHX,416,2,4
0.0,0.0,22.0,FX,JHM,LNY,416,2,3
0.0,0.0,22.0,FX,LNY,JHM,416,2,1
0.0,0.0,22.0,FX,LNY,JHM,416,2,4
0.0,0.0,22.0,FX,LNY,JHM,416,2,7
0.0,0.0,22.0,FX,LNY,JHM,416,2,8
0.0,0.0,22.0,FX,LNY,JHM,416,2,11
0.0,0.0,22.0,SY,AZA,PHX,614,2,8
0.0,0.0,23.0,5Y,ONT,RIV,614,2,12
0.0,0.0,23.0,5Y,ONT,RIV,626,2,4
0.0,0.0,23.0,5Y,ONT,RIV,626,2,5
0.0,0.0,23.0,5Y,ONT,RIV,626,2,6
0.0,0.0,23.0,5Y,ONT,RIV,626,2,7
0.0,0.0,23.0,5Y,ONT,RIV,626,2,8
0.0,0.0,23.0,5Y,ONT,RIV,626,2,12
0.0,0.0,23.0,5Y,RIV,ONT,626,2,5
0.0,0.0,23.0,7S,ABL,SHG,412,2,3
0.0,0.0,23.0,7S,ABL,SHG,412,2,4
0.0,0.0,23.0,7S,ABL,SHG,412,2,5
0.0,0.0,23.0,7S,ABL,SHG,412,2,6
0.0,0.0,23.0,7S,ABL,SHG,412,2,7
0.0,0.0,23.0,7S,ABL,SHG,412,2,8
0.0,0.0,23.0,7S,ABL,SHG,412,2,9
0.0,0.0,23.0,7S,ABL,SHG,412,2,10
0.0,0.0,23.0,7S,ABL,SHG,412,2,11
0.0,0.0,23.0,7S,ABL,SHG,412,2,12
0.0,0.0,23.0,7S,BKC,CDL,412,2,10
0.0,0.0,23.0,7S,EEK,WTL,412,2,5
0.0,0.0,23.0,7S,EEK,WTL,412,2,11
0.0,0.0,23.0,7S,KKI,TLT,412,2,6
0.0,0.0,23.0,7S,KKI,TLT,412,2,8
0.0,0.0,23.0,7S,KNK,ILI,412,2,5
0.0,0.0,23.0,7S,SHG,ABL,412,2,2
0.0,0.0,23.0,7S,SHG,ABL,412,2,3
0.0,0.0,23.0,7S,SHG,ABL,412,2,4
0.0,0.0,23.0,7S,SHG,ABL,412,2,5
0.0,0.0,23.0,7S,SHG,ABL,412,2,6
0.0,0.0,23.0,7S,SHG,ABL,412,2,7
0.0,0.0,23.0,7S,SHG,ABL,412,2,8
0.0,0.0,23.0,7S,SHG,ABL,412,2,12
0.0,0.0,23.0,7S,TLT,KKI,412,2,9
0.0,0.0,23.0,7S,TLT,KKI,412,2,12
0.0,0.0,23.0,7S,WTL,EEK,412,2,5
0.0,0.0,23.0,7S,WTL,EEK,412,2,7
0.0,0.0,23.0,7S,WTL,EEK,412,2,9
0.0,0.0,24.0,7S,BET,KUK,412,2,1
0.0,0.0,24.0,7S,BET,KUK,412,2,3
0.0,0.0,24.0,7S,BET,KUK,412,2,4
0.0,0.0,24.0,7S,BET,KUK,412,2,6
0.0,0.0,24.0,7S,BET,KUK,412,2,7
0.0,0.0,24.0,7S,BET,KUK,412,2,7
0.0,0.0,24.0,7S,BET,KUK,412,2,10
0.0,0.0,24.0,7S,BET,KUK,412,2,11
0.0,0.0,24.0,7S,BET,KUK,412,2,12
0.0,0.0,24.0,7S,KUK,BET,412,2,1
0.0,0.0,24.0,7S,KUK,BET,412,2,2
0.0,0.0,24.0,7S,KUK,BET,412,2,3
0.0,0.0,24.0,7S,KUK,BET,412,2,4
0.0,0.0,24.0,7S,KUK,BET,412,2,5
0.0,0.0,24.0,7S,KUK,BET,412,2,6
0.0,0.0,24.0,7S,KUK,BET,412,2,7
0.0,0.0,24.0,7S,KUK,BET,412,2,8
0.0,0.0,24.0,7S,KUK,BET,412,2,9
0.0,0.0,24.0,7S,KUK,BET,412,2,10
0.0,0.0,24.0,7S,KUK,BET,412,2,11
0.0,0.0,24.0,7S,KUK,BET,412,2,12
0.0,0.0,24.0,AMQ,HOU,IAH,635,2,6
0.0,0.0,24.0,FX,QQY,AUS,416,2,1
0.0,0.0,24.0,FX,XXN,UKI,416,2,2
0.0,0.0,24.0,YX,IAD,DCA,673,1,6
0.0,0.0,25.0,5V,KYU,GAL,421,2,5
0.0,0.0,25.0,7S,NME,WWT,412,2,6
0.0,0.0,25.0,7S,NME,WWT,412,2,11
0.0,0.0,25.0,FX,SBP,SMX,416,2,3
0.0,0.0,25.0,FX,SBP,SMX,416,2,8
0.0,0.0,25.0,FX,SBP,SMX,416,2,9
0.0,0.0,25.0,FX,SBP,SMX,416,2,10
0.0,0.0,25.0,FX,SMX,SBP,416,2,1
0.0,0.0,25.0,FX,SMX,SBP,416,2,2
0.0,0.0,25.0,FX,SMX,SBP,416,2,3
0.0,0.0,25.0,FX,SMX,SBP,416,2,4
0.0,0.0,25.0,FX,SMX,SBP,416,2,5
0.0,0.0,25.0,FX,SMX,SBP,416,2,6
0.0,0.0,25.0,FX,SMX,SBP,416,2,7
0.0,0.0,25.0,FX,SMX,SBP,416,2,8
0.0,0.0,25.0,FX,SMX,SBP,416,2,9
0.0,0.0,25.0,FX,SMX,SBP,416,2,10
0.0,0.0,25.0,FX,SMX,SBP,416,2,11
0.0,0.0,25.0,FX,SMX,SBP,416,2,12
0.0,0.0,26.0,9K,MVY,HYA,125,1,1
0.0,0.0,26.0,AMQ,BFI,PAE,635,2,2
0.0,0.0,26.0,FX,MAE,FAT,416,2,1
0.0,0.0,26.0,U7,PTK,FNT,655,2,1
0.0,0.0,27.0,7S,ANI,KLG,412,2,1
0.0,0.0,27.0,7S,ANI,KLG,412,2,4
0.0,0.0,27.0,7S,ANI,KLG,412,2,6
0.0,0.0,27.0,7S,ANI,KLG,412,2,7
0.0,0.0,27.0,7S,ANI,KLG,412,2,8
0.0,0.0,27.0,7S,ANI,KLG,412,2,9
0.0,0.0,27.0,7S,ANI,KLG,412,2,10
0.0,0.0,27.0,7S,ANI,KLG,412,2,11
0.0,0.0,27.0,7S,ATT,KKI,412,2,8
0.0,0.0,27.0,7S,CYF,NME,412,2,3
0.0,0.0,27.0,7S,KLG,ANI,412,2,1
0.0,0.0,27.0,7S,KLG,ANI,412,2,6
0.0,0.0,27.0,7S,KLG,ANI,412,2,7
0.0,0.0,27.0,7S,KLG,ANI,412,2,10
0.0,0.0,27.0,7S,NME,CYF,412,2,9
0.0,0.0,27.0,7S,NME,CYF,412,2,11
0.0,0.0,27.0,7S,TLT,KWT,412,2,7
0.0,0.0,27.0,7S,TLT,KWT,412,2,10
0.0,0.0,27.0,7S,WWT,OOK,412,2,4
0.0,0.0,27.0,FX,LNY,MKK,416,2,1
0.0,0.0,27.0,FX,LNY,MKK,416,2,2
